platform,country,country_code,region,city
Uber,"United States",US,"Alabama","Notasulga"
Uber,"United States",US,"Alabama","Oakman"
Uber,"United States",US,"Alabama","Odenville"
Uber,"United States",US,"Alabama","Ohatchee"
Uber,"United States",US,"Alabama","Oneonta"
Uber,"United States",US,"Alabama","Opelika"
Uber,"United States",US,"Alabama","Opp"
Uber,"United States",US,"Alabama","Orange Beach"
Uber,"United States",US,"Alabama","Owens Cross Roads"
Uber,"United States",US,"Alabama","Oxford"
Uber,"United States",US,"Alabama","Ozark"
Uber,"United States",US,"Alabama","Parrish"
Uber,"United States",US,"Alabama","Pelham"
Uber,"United States",US,"Alabama","Pell City"
Uber,"United States",US,"Alabama","Perdido Beach"
Uber,"United States",US,"Alabama","Phenix City"
Uber,"United States",US,"Alabama","Piedmont"
Uber,"United States",US,"Alabama","Pike Road"
Uber,"United States",US,"Alabama","Pinson"
Uber,"United States",US,"Alabama","Pleasant Grove"
Uber,"United States",US,"Alabama","Prattville"
Uber,"United States",US,"Alabama","Prichard"
Uber,"United States",US,"Alabama","Quinton"
Uber,"United States",US,"Alabama","Ragland"
Uber,"United States",US,"Alabama","Rainbow City"
Uber,"United States",US,"Alabama","Rainsville"
Uber,"United States",US,"Alabama","Red Level"
Uber,"United States",US,"Alabama","Redstone Arsenal"
Uber,"United States",US,"Alabama","Riverside"
Uber,"United States",US,"Alabama","Robertsdale"
Uber,"United States",US,"Alabama","Rogersville"
Uber,"United States",US,"Alabama","Russellville"
Uber,"United States",US,"Alabama","Saraland"
Uber,"United States",US,"Alabama","Satsuma"
Uber,"United States",US,"Alabama","Scottsboro"
Uber,"United States",US,"Alabama","Section"
Uber,"United States",US,"Alabama","Selma"
Uber,"United States",US,"Alabama","Semmes"
Uber,"United States",US,"Alabama","Sheffield"
Uber,"United States",US,"Alabama","Shelby"
Uber,"United States",US,"Alabama","Shorter"
Uber,"United States",US,"Alabama","Silverhill"
Uber,"United States",US,"Alabama","Slocomb"
Uber,"United States",US,"Alabama","Smiths Station"
Uber,"United States",US,"Alabama","Somerville"
Uber,"United States",US,"Alabama","Southside"
Uber,"United States",US,"Alabama","Spanish Fort"
Uber,"United States",US,"Alabama","Springville"
Uber,"United States",US,"Alabama","Stapleton"
Uber,"United States",US,"Alabama","Steele"
Uber,"United States",US,"Alabama","Sterrett"
Uber,"United States",US,"Alabama","Sumiton"
Uber,"United States",US,"Alabama","Summerdale"
Uber,"United States",US,"Alabama","Sylacauga"
Uber,"United States",US,"Alabama","Talladega"
Uber,"United States",US,"Alabama","Tallassee"
Uber,"United States",US,"Alabama","Taylor"
Uber,"United States",US,"Alabama","Theodore"
Uber,"United States",US,"Alabama","Thorsby"
Uber,"United States",US,"Alabama","Trafford"
Uber,"United States",US,"Alabama","Trinity"
Uber,"United States",US,"Alabama","Troy"
Uber,"United States",US,"Alabama","Trussville"
Uber,"United States",US,"Alabama","Tuscaloosa"
Uber,"United States",US,"Alabama","Tuscumbia"
Uber,"United States",US,"Alabama","Tuskegee"
Uber,"United States",US,"Alabama","Valley"
Uber,"United States",US,"Alabama","Valley Grande"
Uber,"United States",US,"Alabama","Vance"
Uber,"United States",US,"Alabama","Vandiver"
Uber,"United States",US,"Alabama","Vestavia"
Uber,"United States",US,"Alabama","Vincent"
Uber,"United States",US,"Alabama","Vinemont"
Uber,"United States",US,"Alabama","Warrior"
Uber,"United States",US,"Alabama","Weaver"
Uber,"United States",US,"Alabama","Webb"
Uber,"United States",US,"Alabama","West Blocton"
Uber,"United States",US,"Alabama","Wetumpka"
Uber,"United States",US,"Alabama","Wilsonville"
Uber,"United States",US,"Alabama","Woodstock"
Uber,"United States",US,"Alabama","Woodville"
Uber,"United States",US,"Arizona","Ak-Chin Village"
Uber,"United States",US,"Arizona","Amado"
Uber,"United States",US,"Arizona","Anthem"
Uber,"United States",US,"Arizona","Apache Junction"
Uber,"United States",US,"Arizona","Arizona City"
Uber,"United States",US,"Arizona","Arlington"
Uber,"United States",US,"Arizona","Ash Fork"
Uber,"United States",US,"Arizona","Avondale"
Uber,"United States",US,"Arizona","Benson"
Uber,"United States",US,"Arizona","Bisbee"
Uber,"United States",US,"Arizona","Black Canyon City"
Uber,"United States",US,"Arizona","Blackwater"
Uber,"United States",US,"Arizona","Buckeye"
Uber,"United States",US,"Arizona","Bullhead City"
Uber,"United States",US,"Arizona","Camp Verde"
Uber,"United States",US,"Arizona","Casa Blanca"
Uber,"United States",US,"Arizona","Casa Grande"
Uber,"United States",US,"Arizona","Cave Creek"
Uber,"United States",US,"Arizona","Chandler"
Uber,"United States",US,"Arizona","Chino Valley"
Uber,"United States",US,"Arizona","Chloride"
Uber,"United States",US,"Arizona","Chuichu"
Uber,"United States",US,"Arizona","Clarkdale"
Uber,"United States",US,"Arizona","Congress"
Uber,"United States",US,"Arizona","Coolidge"
Uber,"United States",US,"Arizona","Cornville"
Uber,"United States",US,"Arizona","Cottonwood"
Uber,"United States",US,"Arizona","Dewey"
Uber,"United States",US,"Arizona","Dolan Springs"
Uber,"United States",US,"Arizona","Douglas"
Uber,"United States",US,"Arizona","Eagar"
Uber,"United States",US,"Arizona","Ehrenberg"
Uber,"United States",US,"Arizona","El Mirage"
Uber,"United States",US,"Arizona","Eloy"
Uber,"United States",US,"Arizona","Flagstaff"
Uber,"United States",US,"Arizona","Florence"
Uber,"United States",US,"Arizona","Fort Mohave"
Uber,"United States",US,"Arizona","Fountain Hills"
Uber,"United States",US,"Arizona","Gadsden"
Uber,"United States",US,"Arizona","Gila Bend"
Uber,"United States",US,"Arizona","Gila Crossing"
Uber,"United States",US,"Arizona","Gilbert"
Uber,"United States",US,"Arizona","Glendale"
Uber,"United States",US,"Arizona","Globe"
Uber,"United States",US,"Arizona","Gold Canyon"
Uber,"United States",US,"Arizona","Golden Valley"
Uber,"United States",US,"Arizona","Goodyear"
Uber,"United States",US,"Arizona","Goodyear Village"
Uber,"United States",US,"Arizona","Grand Canyon Village"
Uber,"United States",US,"Arizona","Green Valley"
Uber,"United States",US,"Arizona","Guadalupe"
Uber,"United States",US,"Arizona","Hereford"
Uber,"United States",US,"Arizona","Holbrook"
Uber,"United States",US,"Arizona","Huachuca City"
Uber,"United States",US,"Arizona","Jerome"
Uber,"United States",US,"Arizona","Joseph City"
Uber,"United States",US,"Arizona","Kingman"
Uber,"United States",US,"Arizona","Kirkland"
Uber,"United States",US,"Arizona","Komatke"
Uber,"United States",US,"Arizona","Lake Havasu City"
Uber,"United States",US,"Arizona","Lakeside"
Uber,"United States",US,"Arizona","Laughlin"
Uber,"United States",US,"Arizona","Laveen"
Uber,"United States",US,"Arizona","LeChee"
Uber,"United States",US,"Arizona","Litchfield Park"
Uber,"United States",US,"Arizona","Lower Santan Village"
Uber,"United States",US,"Arizona","Mammoth"
Uber,"United States",US,"Arizona","Marana"
Uber,"United States",US,"Arizona","Maricopa"
Uber,"United States",US,"Arizona","Mayer"
Uber,"United States",US,"Arizona","Mesa"
Uber,"United States",US,"Arizona","Mesquite"
Uber,"United States",US,"Arizona","Miami"
Uber,"United States",US,"Arizona","Mohave Valley"
Uber,"United States",US,"Arizona","Mojave Ranch Estates"
Uber,"United States",US,"Arizona","Morristown"
Uber,"United States",US,"Arizona","Needles"
Uber,"United States",US,"Arizona","Nogales"
Uber,"United States",US,"Arizona","Oracle"
Uber,"United States",US,"Arizona","Oro Valley"
Uber,"United States",US,"Arizona","Page"
Uber,"United States",US,"Arizona","Paradise Valley"
Uber,"United States",US,"Arizona","Parker"
Uber,"United States",US,"Arizona","Patagonia"
Uber,"United States",US,"Arizona","Paulden"
Uber,"United States",US,"Arizona","Payson"
Uber,"United States",US,"Arizona","Peoria"
Uber,"United States",US,"Arizona","Phoenix"
Uber,"United States",US,"Arizona","Picacho"
Uber,"United States",US,"Arizona","Pine"
Uber,"United States",US,"Arizona","Pinetop"
Uber,"United States",US,"Arizona","Prescott"
Uber,"United States",US,"Arizona","Prescott Valley"
Uber,"United States",US,"Arizona","Quartzsite"
Uber,"United States",US,"Arizona","Queen Creek"
Uber,"United States",US,"Arizona","Queen Valley"
Uber,"United States",US,"Arizona","Red Rock"
Uber,"United States",US,"Arizona","Rimrock"
Uber,"United States",US,"Arizona","Rio Rico"
Uber,"United States",US,"Arizona","Rio Verde"
Uber,"United States",US,"Arizona","Rye"
Uber,"United States",US,"Arizona","Sacate Village"
Uber,"United States",US,"Arizona","Sacaton"
Uber,"United States",US,"Arizona","Sacaton Flats Village"
Uber,"United States",US,"Arizona","Saddlebrooke"
Uber,"United States",US,"Arizona","Safford"
Uber,"United States",US,"Arizona","Sahuarita"
Uber,"United States",US,"Arizona","Saint David"
Uber,"United States",US,"Arizona","Salome"
Uber,"United States",US,"Arizona","San Manuel"
Uber,"United States",US,"Arizona","San Tan Valley"
Uber,"United States",US,"Arizona","Santa Cruz"
Uber,"United States",US,"Arizona","Scottsdale"
Uber,"United States",US,"Arizona","Sedona"
Uber,"United States",US,"Arizona","Show Low"
Uber,"United States",US,"Arizona","Sierra Vista"
Uber,"United States",US,"Arizona","Snowflake"
Uber,"United States",US,"Arizona","Somerton"
Uber,"United States",US,"Arizona","Sonoita"
Uber,"United States",US,"Arizona","Stanfield"
Uber,"United States",US,"Arizona","Stotonic Village"
Uber,"United States",US,"Arizona","Sun City"
Uber,"United States",US,"Arizona","Sun City West"
Uber,"United States",US,"Arizona","Sun Lakes"
Uber,"United States",US,"Arizona","Superior"
Uber,"United States",US,"Arizona","Surprise"
Uber,"United States",US,"Arizona","Sweet Water Village"
Uber,"United States",US,"Arizona","Tempe"
Uber,"United States",US,"Arizona","Thatcher"
Uber,"United States",US,"Arizona","Tolleson"
Uber,"United States",US,"Arizona","Tombstone"
Uber,"United States",US,"Arizona","Tonopah"
Uber,"United States",US,"Arizona","Topock"
Uber,"United States",US,"Arizona","Tubac"
Uber,"United States",US,"Arizona","Tucson"
Uber,"United States",US,"Arizona","Tumacacori"
Uber,"United States",US,"Arizona","Tusayan"
Uber,"United States",US,"Arizona","Upper Santan Village"
Uber,"United States",US,"Arizona","Vail"
Uber,"United States",US,"Arizona","Waddell"
Uber,"United States",US,"Arizona","Washington Park"
Uber,"United States",US,"Arizona","Wellton"
Uber,"United States",US,"Arizona","Wet Camp Village"
Uber,"United States",US,"Arizona","White Hills"
Uber,"United States",US,"Arizona","Wickenburg"
Uber,"United States",US,"Arizona","Willcox"
Uber,"United States",US,"Arizona","Williams"
Uber,"United States",US,"Arizona","Winslow"
Uber,"United States",US,"Arizona","Wittmann"
Uber,"United States",US,"Arizona","Youngtown"
Uber,"United States",US,"Arizona","Yuma"
Uber,"United States",US,"Arkansas","Alexander"
Uber,"United States",US,"Arkansas","Alma"
Uber,"United States",US,"Arkansas","Alpena"
Uber,"United States",US,"Arkansas","Arkadelphia"
Uber,"United States",US,"Arkansas","Ashdown"
Uber,"United States",US,"Arkansas","Atkins"
Uber,"United States",US,"Arkansas","Austin"
Uber,"United States",US,"Arkansas","Bald Knob"
Uber,"United States",US,"Arkansas","Barling"
Uber,"United States",US,"Arkansas","Batesville"
Uber,"United States",US,"Arkansas","Bauxite"
Uber,"United States",US,"Arkansas","Bay"
Uber,"United States",US,"Arkansas","Beebe"
Uber,"United States",US,"Arkansas","Bella Vista"
Uber,"United States",US,"Arkansas","Benton"
Uber,"United States",US,"Arkansas","Bentonville"
Uber,"United States",US,"Arkansas","Berryville"
Uber,"United States",US,"Arkansas","Bethel Heights"
Uber,"United States",US,"Arkansas","Bigelow"
Uber,"United States",US,"Arkansas","Blytheville"
Uber,"United States",US,"Arkansas","Bonanza"
Uber,"United States",US,"Arkansas","Bono"
Uber,"United States",US,"Arkansas","Booneville"
Uber,"United States",US,"Arkansas","Branch"
Uber,"United States",US,"Arkansas","Brinkley"
Uber,"United States",US,"Arkansas","Brookland"
Uber,"United States",US,"Arkansas","Bryant"
Uber,"United States",US,"Arkansas","Cabot"
Uber,"United States",US,"Arkansas","Caddo Valley"
Uber,"United States",US,"Arkansas","Cammack Village"
Uber,"United States",US,"Arkansas","Carlisle"
Uber,"United States",US,"Arkansas","Cash"
Uber,"United States",US,"Arkansas","Cave Springs"
Uber,"United States",US,"Arkansas","Cedarville"
Uber,"United States",US,"Arkansas","Centerton"
Uber,"United States",US,"Arkansas","Central City"
Uber,"United States",US,"Arkansas","Charleston"
Uber,"United States",US,"Arkansas","Cherokee Village"
Uber,"United States",US,"Arkansas","Clarksville"
Uber,"United States",US,"Arkansas","Clinton"
Uber,"United States",US,"Arkansas","Conway"
Uber,"United States",US,"Arkansas","Cotter"
Uber,"United States",US,"Arkansas","Crawfordsville"
Uber,"United States",US,"Arkansas","Danville"
Uber,"United States",US,"Arkansas","Dardanelle"
Uber,"United States",US,"Arkansas","De Valls Bluff"
Uber,"United States",US,"Arkansas","Decatur"
Uber,"United States",US,"Arkansas","Dover"
Uber,"United States",US,"Arkansas","Earle"
Uber,"United States",US,"Arkansas","El Dorado"
Uber,"United States",US,"Arkansas","Elkins"
Uber,"United States",US,"Arkansas","Emmet"
Uber,"United States",US,"Arkansas","England"
Uber,"United States",US,"Arkansas","Eureka Springs"
Uber,"United States",US,"Arkansas","Fairfield Bay"
Uber,"United States",US,"Arkansas","Farmington"
Uber,"United States",US,"Arkansas","Fayetteville"
Uber,"United States",US,"Arkansas","Fordyce"
Uber,"United States",US,"Arkansas","Foreman"
Uber,"United States",US,"Arkansas","Forrest City"
Uber,"United States",US,"Arkansas","Fort Smith"
Uber,"United States",US,"Arkansas","Fulton"
Uber,"United States",US,"Arkansas","Garfield"
Uber,"United States",US,"Arkansas","Garland City"
Uber,"United States",US,"Arkansas","Gentry"
Uber,"United States",US,"Arkansas","Gravette"
Uber,"United States",US,"Arkansas","Green Forest"
Uber,"United States",US,"Arkansas","Greenbrier"
Uber,"United States",US,"Arkansas","Greenwood"
Uber,"United States",US,"Arkansas","Greers Ferry"
Uber,"United States",US,"Arkansas","Hackett"
Uber,"United States",US,"Arkansas","Hardy"
Uber,"United States",US,"Arkansas","Harrisburg"
Uber,"United States",US,"Arkansas","Harrison"
Uber,"United States",US,"Arkansas","Hazen"
Uber,"United States",US,"Arkansas","Heber Springs"
Uber,"United States",US,"Arkansas","Hensley"
Uber,"United States",US,"Arkansas","Holiday Island"
Uber,"United States",US,"Arkansas","Hope"
Uber,"United States",US,"Arkansas","Hot Springs"
Uber,"United States",US,"Arkansas","Hot Springs Village"
Uber,"United States",US,"Arkansas","Humphrey"
Uber,"United States",US,"Arkansas","Huntsville"
Uber,"United States",US,"Arkansas","Jacksonville"
Uber,"United States",US,"Arkansas","Jonesboro"
Uber,"United States",US,"Arkansas","Judsonia"
Uber,"United States",US,"Arkansas","Kensett"
Uber,"United States",US,"Arkansas","Lake City"
Uber,"United States",US,"Arkansas","Lavaca"
Uber,"United States",US,"Arkansas","Lincoln"
Uber,"United States",US,"Arkansas","Little Rock"
Uber,"United States",US,"Arkansas","London"
Uber,"United States",US,"Arkansas","Lonoke"
Uber,"United States",US,"Arkansas","Lonsdale"
Uber,"United States",US,"Arkansas","Lowell"
Uber,"United States",US,"Arkansas","Magnolia"
Uber,"United States",US,"Arkansas","Malvern"
Uber,"United States",US,"Arkansas","Manila"
Uber,"United States",US,"Arkansas","Mansfield"
Uber,"United States",US,"Arkansas","Marianna"
Uber,"United States",US,"Arkansas","Marion"
Uber,"United States",US,"Arkansas","Marked Tree"
Uber,"United States",US,"Arkansas","Marmaduke"
Uber,"United States",US,"Arkansas","Maumelle"
Uber,"United States",US,"Arkansas","Mayflower"
Uber,"United States",US,"Arkansas","Mc Neil"
Uber,"United States",US,"Arkansas","Mc Rae"
Uber,"United States",US,"Arkansas","Memphis"
Uber,"United States",US,"Arkansas","Mena"
Uber,"United States",US,"Arkansas","Midway"
Uber,"United States",US,"Arkansas","Monette"
Uber,"United States",US,"Arkansas","Monticello"
Uber,"United States",US,"Arkansas","Morrilton"
Uber,"United States",US,"Arkansas","Mount Pleasant"
Uber,"United States",US,"Arkansas","Mountain Home"
Uber,"United States",US,"Arkansas","Mountain Pine"
Uber,"United States",US,"Arkansas","Mountainburg"
Uber,"United States",US,"Arkansas","Mulberry"
Uber,"United States",US,"Arkansas","Newport"
Uber,"United States",US,"Arkansas","North Little Rock"
Uber,"United States",US,"Arkansas","Ogden"
Uber,"United States",US,"Arkansas","Oppelo"
Uber,"United States",US,"Arkansas","Osceola"
Uber,"United States",US,"Arkansas","Ozark"
Uber,"United States",US,"Arkansas","Palestine"
Uber,"United States",US,"Arkansas","Pangburn"
Uber,"United States",US,"Arkansas","Paragould"
Uber,"United States",US,"Arkansas","Paris"
Uber,"United States",US,"Arkansas","Pea Ridge"
Uber,"United States",US,"Arkansas","Pine Bluff"
Uber,"United States",US,"Arkansas","Plainview"
Uber,"United States",US,"Arkansas","Plumerville"
Uber,"United States",US,"Arkansas","Pocahontas"
Uber,"United States",US,"Arkansas","Pocola"
Uber,"United States",US,"Arkansas","Pottsville"
Uber,"United States",US,"Arkansas","Prairie Grove"
Uber,"United States",US,"Arkansas","Prescott"
Uber,"United States",US,"Arkansas","Proctor"
Uber,"United States",US,"Arkansas","Quitman"
Uber,"United States",US,"Arkansas","Redfield"
Uber,"United States",US,"Arkansas","Rockport"
Uber,"United States",US,"Arkansas","Rogers"
Uber,"United States",US,"Arkansas","Roland"
Uber,"United States",US,"Arkansas","Rudy"
Uber,"United States",US,"Arkansas","Russell"
Uber,"United States",US,"Arkansas","Russellville"
Uber,"United States",US,"Arkansas","Scott"
Uber,"United States",US,"Arkansas","Searcy"
Uber,"United States",US,"Arkansas","Sheridan"
Uber,"United States",US,"Arkansas","Sherwood"
Uber,"United States",US,"Arkansas","Siloam Springs"
Uber,"United States",US,"Arkansas","Smackover"
Uber,"United States",US,"Arkansas","Springdale"
Uber,"United States",US,"Arkansas","Stuttgart"
Uber,"United States",US,"Arkansas","Sulphur Springs"
Uber,"United States",US,"Arkansas","Texarkana"
Uber,"United States",US,"Arkansas","Traskwood"
Uber,"United States",US,"Arkansas","Trumann"
Uber,"United States",US,"Arkansas","Turrell"
Uber,"United States",US,"Arkansas","Van Buren"
Uber,"United States",US,"Arkansas","Vilonia"
Uber,"United States",US,"Arkansas","Waldo"
Uber,"United States",US,"Arkansas","Walnut Ridge"
Uber,"United States",US,"Arkansas","Ward"
Uber,"United States",US,"Arkansas","Warren"
Uber,"United States",US,"Arkansas","West Fork"
Uber,"United States",US,"Arkansas","West Memphis"
Uber,"United States",US,"Arkansas","White Hall"
Uber,"United States",US,"Arkansas","Winslow"
Uber,"United States",US,"Arkansas","Wynne"
Uber,"United States",US,"California","Acampo"
Uber,"United States",US,"California","Acton"
Uber,"United States",US,"California","Adelanto"
Uber,"United States",US,"California","Agoura Hills"
Uber,"United States",US,"California","Agua Dulce"
Uber,"United States",US,"California","Aguanga"
Uber,"United States",US,"California","Ahwahnee"
Uber,"United States",US,"California","Alameda"
Uber,"United States",US,"California","Alamo"
Uber,"United States",US,"California","Albany"
Uber,"United States",US,"California","Alhambra"
Uber,"United States",US,"California","Aliso Viejo"
Uber,"United States",US,"California","Alpine"
Uber,"United States",US,"California","Altadena"
Uber,"United States",US,"California","Amador City"
Uber,"United States",US,"California","American Canyon"
Uber,"United States",US,"California","Anaheim"
Uber,"United States",US,"California","Anderson"
Uber,"United States",US,"California","Angels Camp"
Uber,"United States",US,"California","Angwin"
Uber,"United States",US,"California","Antelope"
Uber,"United States",US,"California","Antioch"
Uber,"United States",US,"California","Anza"
Uber,"United States",US,"California","Apple Valley"
Uber,"United States",US,"California","Aptos"
Uber,"United States",US,"California","Arbuckle"
Uber,"United States",US,"California","Arcadia"
Uber,"United States",US,"California","Arcata"
Uber,"United States",US,"California","Armona"
Uber,"United States",US,"California","Arnold"
Uber,"United States",US,"California","Aromas"
Uber,"United States",US,"California","Arroyo Grande"
Uber,"United States",US,"California","Artesia"
Uber,"United States",US,"California","Arvin"
Uber,"United States",US,"California","Atascadero"
Uber,"United States",US,"California","Atherton"
Uber,"United States",US,"California","Atwater"
Uber,"United States",US,"California","Auberry"
Uber,"United States",US,"California","Auburn"
Uber,"United States",US,"California","Avenal"
Uber,"United States",US,"California","Azusa"
Uber,"United States",US,"California","Baker"
Uber,"United States",US,"California","Bakersfield"
Uber,"United States",US,"California","Baldwin Park"
Uber,"United States",US,"California","Ballico"
